Nombre,Dirección,Latitud,Longitud,Teléfono,Horario,Página Web,Rating,Reseñas,Precio,Popularidad
Av simón López esquina Victor cuevas,"JRP9+XCW esq R, Av. Simón López, Cochabamba, Bolivia",-17.362521,-66.18141159999999,65305363,"['Monday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:30\u202fPM', 'Sunday: Closed']",https://www.facebook.com/ConfeccionesDeysiCochabamba,,[],,
Cortinas - Cortinas Roller - Persianas Cochabamba.,"0000, Cochabamba, Bolivia",-17.3723377,-66.1686418,,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",,5.0,"['The best curtains are found in the Bolivia curtain palace in the department of Cochabamba located on Avenida América corner Jaime Mendoza 609. The best service', 'Excellent place in Cochabamba, there are quite a few varieties of curtains and other accessories for home decoration.', 'A professional and efficient service with quality curtains, with a dream finish', '']",,4.0
IMPERCORT,"0000, Cochabamba, Bolivia",-17.3830594,-66.1845934,70349529,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,,[],,
Confecciones luanna,"entre Luis Uria y Carmela Serruto, 23 de Marzo, Quillacollo, Bolivia",-17.392518,-66.279701,4 4362157,"['Monday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']",http://www.amarillasinternet.com/confeccionesluanna/,4.5,"['Excellent curtain sewing service, I recommend it', 'I like it because of the excellent attention of the owner', 'Don Henry, great person, durable and economical curtains, I recommend them.', 'Good place to find curtains and accessories']",,4.0
Dekora,"Av Villavicencio, Cochabamba, Bolivia",-17.3714919,-66.2044849,65310563,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']",,5.0,[''],,1.0
"""Amelie Decoración"" Confección e Instalación de Cortinas","Cap. Eliodoro Neri 1377, Cochabamba, Bolivia",-17.4173257,-66.16758209999999,68477800,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Closed']",,,[],,
Decoraciones LA PRIMERA,"Ninguna, Av. Ingavi y, Cochabamba, Bolivia",-17.4029664,-66.18170289999999,69442492,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,3.0,[''],,1.0
Decoraciones LA PRIMERA 2,"MR59+H9P, Unnamed Road, Cochabamba, Bolivia",-17.34103559999999,-66.18155449999999,77455144,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",,5.0,"['Nice designs', 'Good attention']",,2.0
TOTE - decoraciones,"Luis Uria &, JP59+7PX, Av. Suárez Miranda, Quillacollo, Bolivia",-17.391772,-66.2806349,77446028,"['Monday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20096:00\u202fPM']",https://www.facebook.com/profile.php?id=100021749734200,5.0,['Excellent attention'],,1.0
Importadores de telas Yiwu-magda-group,"JRHJ+3G9, Av. América, Cochabamba, Bolivia",-17.3723376,-66.1686436,61612465,"['Monday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",,5.0,[''],,1.0
Tapiceria ENSUEÑO de Raúl Sardan,"Pje. Beijing 1619, Cochabamba, Bolivia",-17.3797329,-66.1816865,70394885,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,4.0,"['Quick jobs.', 'Very good']",,2.0
COSAS DEL HOGAR 1 - CEL 72739909,"Av Melchor Pérez de Olguín, Av. América y, Cochabamba, Bolivia",-17.3724336,-66.17568849999999,79773278,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,4.3,"['Good service, there are sheets, duvets, rugs and etc.', 'Especially for buying bedroom and bathroom items', 'Excellent service', 'Good service', 'Good products and variety']",,6.0
HOMESTORE SRL.,"Calle A. Borda esquina, Av. Calle Blanco Galindo 151, Cochabamba, Bolivia",-17.394084,-66.181823,4036034,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']",,4.4,"[""Location isn't the best but if you find yourself near and In need of home supplies, is definitely worth a visit since they're a one-stop-shop for the most part."", 'It has basic stuff', 'The products are very expensive.\nFor the wealthy, a good place to shop, for normal people who live in Cochabamba, it is 100 times better to go to the countryside to look for the same products at 25% cheaper', 'Variety of products. Good customer service. Before they had more options for a particular product, they should expand their catalog again.', 'Shopping center for home. You can find all kinds of items, from glasses, pots, glass cups, board games, furniture, appliances, toys, tools, lighting, grills, etc. A very comfortable environment, it has parking and security. The staff is very friendly and attentive.']",,197.0
Cortinas y Persianas - Isabella Nogales,"76801909, Av. Ecológica, Cochabamba, Bolivia",-17.3506905,-66.1929092,76801909,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fPM, 2:00\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",https://www.instagram.com/cortinasby_isa/,,[],,
Diseño Y Decoraciones G & G,"JRRH+MGJ, C. Tutayay, Cochabamba, Bolivia",-17.3582834,-66.17123099999999,4 4259588,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",,3.7,"['Bad very bad all bad', '', '']",,3.0
G casa Club,"Calle, César Adriazola R., Cochabamba, Bolivia",-17.39395739999999,-66.1993281,70366777,"['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",,4.9,"['Excellent products', 'Very good place', 'The best', 'very busy', '']",,7.0
G CASA CLUB,"JR7C+2H3, 9, Cochabamba, Bolivia",-17.3874845,-66.17859039999999,70366777,"['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200912:00\u202fPM, 4:00\u2009–\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']",,5.0,[''],,1.0
Mont Saint Diseño y Hogar,"Enrique Arze 1823, Cochabamba, Bolivia",-17.3718334,-66.1659801,,"['Monday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 3:00\u2009–\u20098:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 3:00\u2009–\u20098:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 3:00\u2009–\u20098:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 3:00\u2009–\u20098:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20091:00\u202fPM, 3:00\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",,3.0,[''],,1.0
Tienda Maria,"C. San Lorenzo 727, Cochabamba, Bolivia",-17.387707,-66.1763567,,"['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']",,4.8,"['', '', '', '', '']",,5.0
CORTINAS J & F,"amordos21@gmail.com, Cochabamba, Bolivia",-17.375308,-66.17948059999999,68496172,,,5.0,[''],,1.0
.,"Kausillo 1394, Cochabamba, Bolivia",-17.3544327,-66.1713807,67470421,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",,5.0,"[""It's a good brothel""]",,1.0
De Todo un Poco Para el Hogar,"JRC6+7G7, Cochabamba, Bolivia",-17.3793311,-66.1887186,68493623,"['Monday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20098:30\u202fPM']",,,[],,
Decohogar,"Av. Calle Blanco Galindo, Cochabamba, Bolivia",-17.3895641,-66.1949777,4 4363508,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",,,[],,
Decor House,"Av. Juan de La Rosa 1950, Cochabamba, Bolivia",-17.3731054,-66.1822813,67527307,"['Monday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 3:00\u2009–\u20096:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 3:00\u2009–\u20096:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 3:30\u2009–\u20096:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 3:00\u2009–\u20096:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u200912:30\u202fPM, 3:00\u2009–\u20096:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20091:30\u202fPM', 'Sunday: Closed']",,1.0,"['Very expensive, does not comply, terrible service. Not recommendable.']",,1.0
"Tapiceria ""zarahemla ""","Melchor peres, lado farmacorp, Av. América y, Cochabamba, Bolivia",-17.3713363,-66.1755965,60714642,"['Monday: 12:00\u2009–\u20097:30\u202fAM, 2:00\u2009–\u20098:30\u202fPM', 'Tuesday: 2:00\u2009–\u20098:30\u202fPM', 'Wednesday: 2:00\u2009–\u20098:30\u202fPM', 'Thursday: 2:00\u2009–\u20098:30\u202fPM', 'Friday: 2:00\u2009–\u20098:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: Closed']",,4.8,"['Excellent work as always!', 'Excellent work, I was satisfied with the work done, my chairs and living room were spectacular, I recommend them.', 'Good job', '', '']",,5.0
CONFECCIONES DEYSI,"Av. Simón López 1497, Cochabamba, Bolivia",-17.36251009999999,-66.1814066,65305363,"['Monday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:30\u202fPM', 'Sunday: Closed']",https://www.facebook.com/ConfeccionesDeysiCochabamba,5.0,['Good quality work'],,1.0
CONFECCIONES CORTINAS ISRAEL,"GR5F+R42, Cochabamba, Bolivia",-17.4904865,-66.1772026,77498381,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']",,,[],,
Colchones linda noche,"Unnamed Road, Cochabamba, Bolivia",-17.4323805,-66.1774535,65725056,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,5.0,"['Nice mattresses', 'Very good products']",,2.0
Confeccion De Cortinas Y Percianas en Gral.,"Av Tadeo Haenke &, Ave Beijing, Cochabamba, Bolivia",-17.3828306,-66.18135629999999,61612411,"['Monday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",,4.1,"['They are punctual, they have a variety of models and fabrics', 'I recommend it', 'Very very good', 'Good option', 'Beautiful place']",,20.0
decoraciones Esplendor,"1ra Circunvalación y bejin nro 1811 PASANDO MEDIA CUADRA A LADO OESTE ACERA SUB, Cochabamba, Bolivia",-17.3569899,-66.17670749999999,60700799,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,4.5,"['Good quality work. The owner and staff are friendly. Excellent results.', '', '', '']",,4.0
Casaideas Cochabamba,"JRFX+FJR, Av Pando 1197, Cochabamba, Bolivia",-17.3763387,-66.1509528,62300287,"['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']",http://www.casaideas.com.bo/,4.3,"['This is a great store for foriegners wanting to get a few odds and ends to set up an apartment.  Most items are of good quality and more like what you would find in US or Europe.  However, it is a little on the pricey side.', ""Casa ideas is officially Incorporated in Chile. They have home related items and decor. I have found variety of quality on their products. I don't like their toys a lot but their bed-wear really stands out and is reasonably priced. I think it is a good place to browse and find random stuff for home."", 'Has a nice selection of household and kitchen items. The prices are expensive for most of their stuff.', ""You'll find great deals and overpriced items alike. Adding a star since they consistently have good sales."", 'Nice place, a lot of practical and beautiful items, my wife love this place']",,771.0
Stilo Decoraciones,"JR5X+FPC, Cochabamba, Bolivia",-17.391302,-66.1507256,69519791,"['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",,4.5,"['Aunque es un lugar pequeño parece que trabajan con seriedad.', 'I found my favorite curtains here']",,2.0
MADIN Estilo y Decoración,"Av. Simón López 1405, Cochabamba, Bolivia",-17.3632883,-66.1806545,79747476,"['Monday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",https://sites.google.com/view/madin-decoraciones/inicio,4.7,"['', '', '']",,3.0
Decoraciones Germain,"JR5R+FP5 Cochabamba Tiquipaya av. cochabamba y la calle, sucre, Bolivia",-17.3913125,-66.1581875,68541617,"['Monday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: Closed']",,5.0,[''],,1.0
Decoraciones Vanessa,"Avenida 6 de Agosto &, Ayacucho, Quillacollo, Bolivia",-17.3999407,-66.2809743,77715011,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20097:00\u202fPM']",,3.0,"['A very nice place and at very low prices', '', '', '']",,4.0
